emp_no,dept_no,first_name,last_name,title,dept_name,salary
59128,d006,Jianwen,Lorho,Senior Engineer,Quality Management,40000
59130,d004,Mingsen,Baja,Engineer,Production,41843
59142,d004,Murthy,Haraldson,Senior Engineer,Production,40000
59289,d007,Yucel,Sridhar,Staff,Sales,87827
59295,d007,Subbu,Ducloy,Senior Staff,Sales,40603
59309,d007,Dannz,Sury,Senior Staff,Sales,65997
59311,d004,Renee,Shiratori,Engineer,Production,72140
59323,d004,Hein,Marciano,Senior Engineer,Production,40000
59331,d005,Izaskun,Broder,Engineer,Development,50825
59342,d007,Babette,Colorni,Senior Staff,Sales,49798
59348,d004,Jackson,Heemskerk,Engineer,Production,40000
59349,d005,Martijn,Bail,Senior Engineer,Development,64410
59374,d001,Zhaofang,Bardell,Senior Staff,Marketing,60765
59379,d005,Zsolt,Rajala,Engineer,Development,40000
59380,d007,Zvonko,Berendt,Senior Staff,Sales,89720
59391,d004,Qunsheng,Plessier,Senior Engineer,Production,40000
59395,d004,Richard,Karunanithi,Engineer,Production,40000
59400,d003,Chinya,Giaccio,Senior Staff,Human Resources,51298
59409,d006,Mechthild,Reeken,Senior Engineer,Quality Management,80439
59413,d007,Huei,Albarhamtoshy,Senior Staff,Sales,77080
59414,d002,Yuping,Kolvik,Senior Staff,Finance,94867
59434,d007,Saddek,Smailagic,Senior Staff,Sales,97328
59435,d005,Serge,Baig,Senior Engineer,Development,47606
59450,d009,Goncalo,Highland,Senior Engineer,Customer Service,40000
59462,d003,Lech,Bale,Staff,Human Resources,40000
59466,d001,Gila,Kornatzky,Senior Staff,Marketing,40000
59468,d002,Kendra,Narlikar,Senior Staff,Finance,40000
59470,d007,Ziyad,Ghelli,Senior Staff,Sales,55564
59471,d002,Katsuo,Hiyoshi,Senior Staff,Finance,54422
59480,d007,Giordano,Esteva,Staff,Sales,72835
59488,d004,Saeko,Montresor,Senior Engineer,Production,48499
59507,d003,Falguni,Bala,Senior Staff,Human Resources,46933
59510,d007,Shuichi,Bouloucos,Senior Staff,Sales,54031
59513,d005,Xiaoheng,Rosaz,Senior Engineer,Development,40000
59520,d005,Babette,Montresor,Technique Leader,Development,45782
59530,d002,Zhonghui,Ranon,Senior Staff,Finance,63367
59537,d005,Yefim,Pargaonkar,Senior Engineer,Development,40000
59538,d005,Constantijn,Stiles,Senior Engineer,Development,41231
59555,d009,Augustine,Peot,Staff,Customer Service,40000
59560,d007,Shuho,Roisin,Senior Staff,Sales,59547
59566,d006,Vugranam,Krybus,Engineer,Quality Management,51673
59567,d009,Richard,Huttel,Senior Staff,Customer Service,44113
59578,d008,Pramod,Schade,Senior Staff,Research,40000
59581,d004,Mani,Swab,Senior Engineer,Production,40000
59602,d004,Toshimo,Stamatiou,Senior Engineer,Production,40000
59611,d007,Wanqing,Fraisse,Senior Staff,Sales,85607
59649,d003,Henk,Kavanagh,Senior Staff,Human Resources,55784
59659,d001,Leandro,Munke,Senior Staff,Marketing,67478
59684,d005,Qingxiang,Ranst,Senior Engineer,Development,53792
59685,d005,Yongdong,Schurmann,Technique Leader,Development,40000
59688,d006,Woody,Scharstein,Senior Engineer,Quality Management,40000
59692,d009,Remzi,Kabayashi,Senior Staff,Customer Service,46693
59700,d008,Arno,Leijenhorst,Senior Staff,Research,40000
59704,d004,Toong,Makrucki,Senior Engineer,Production,42183
59707,d007,Bezalel,Tyugu,Senior Staff,Sales,48683
59709,d009,Syozo,Ratzlaff,Senior Engineer,Customer Service,56907
59723,d002,Josyula,Gluchowski,Staff,Finance,49811
59734,d006,Adas,Ulupinar,Senior Engineer,Quality Management,50404
59743,d005,Zhenhua,Bakhtari,Senior Engineer,Development,40000
59764,d005,Jeane,Wroclawski,Senior Engineer,Development,42197
59766,d002,Ziyad,Nitsch,Senior Staff,Finance,72126
59783,d007,Volkmar,Raczkowsky,Senior Staff,Sales,60047
59790,d005,Vishv,Heering,Senior Engineer,Development,61516
59793,d007,Jayson,Tibblin,Senior Staff,Sales,64160
59824,d005,Xiaoshan,Marwedel,Assistant Engineer,Development,47939
59826,d002,Martien,Frolund,Senior Staff,Finance,72914
59841,d004,Pranav,Deverell,Senior Engineer,Production,40256
59999,d007,Piyush,Spataro,Senior Staff,Sales,84744
60013,d005,Breannda,Schauser,Senior Engineer,Development,44910
60022,d006,Koichi,Dolinsky,Technique Leader,Quality Management,48250
60027,d004,Guenter,Diderrich,Senior Engineer,Production,62832
60039,d003,Renny,Cappelli,Senior Staff,Human Resources,40000
60058,d005,Qingxiang,Gulak,Engineer,Development,44672
60060,d001,Anyuan,Ramamoorthy,Staff,Marketing,40000
60068,d005,Giap,Plavsic,Engineer,Development,40000
60071,d006,Sariel,Matheson,Senior Engineer,Quality Management,40000
60072,d009,Dekang,Luke,Senior Staff,Customer Service,53355
60083,d009,Bojan,Cunliffe,Senior Staff,Customer Service,59327
60102,d006,Susumu,Pehl,Senior Engineer,Quality Management,40000
60115,d008,Nathalie,Murillo,Senior Staff,Research,50174
60124,d007,Kagan,Sichman,Senior Staff,Sales,60681
60133,d001,Valeri,Shobatake,Senior Staff,Marketing,47037
60135,d008,Theron,Tokunaga,Staff,Research,54786
60137,d006,Stafford,Conti,Technique Leader,Quality Management,64196
60285,d005,Nitsan,Coorg,Senior Engineer,Development,40000
60291,d008,Perla,Talmor,Senior Staff,Research,68108
60303,d007,Billur,Solares,Senior Staff,Sales,57664
60343,d007,Munenori,Leppanen,Senior Staff,Sales,65175
60354,d006,Shakhar,Plesums,Assistant Engineer,Quality Management,40000
60363,d004,Parke,Diderrich,Senior Engineer,Production,65329
60366,d009,Perry,Benzaken,Senior Staff,Customer Service,40000
60371,d002,Theron,Huxford,Senior Staff,Finance,84136
60409,d009,Falguni,Swiler,Senior Engineer,Customer Service,40000
60412,d004,Dharmaraja,Ranst,Senior Engineer,Production,56140
60414,d007,Xuejia,Vitiello,Senior Staff,Sales,57314
60597,d004,Ute,Schlumberger,Senior Engineer,Production,40000
60598,d009,Izaskun,Sadowski,Senior Staff,Customer Service,104317
60611,d007,Feixiong,Baba,Senior Staff,Sales,51424
60620,d005,Dhritiman,Lukaszewicz,Senior Engineer,Development,40000
60638,d006,Makato,Alencar,Engineer,Quality Management,40000
60642,d004,Marek,Junet,Senior Engineer,Production,40000
60653,d005,Wonhee,Bamford,Technique Leader,Development,45579
60669,d004,Gaetan,Antonakopoulos,Senior Engineer,Production,40000
60673,d002,Fay,Benantar,Senior Staff,Finance,55188
60677,d004,Stella,Worfolk,Engineer,Production,40000
60686,d004,Baocai,Pocchiola,Senior Engineer,Production,60392
60695,d003,Masanao,Papadias,Senior Staff,Human Resources,40000
60697,d009,Gritta,Cannata,Senior Staff,Customer Service,40000
60698,d009,Kiyokazu,Plessier,Staff,Customer Service,58342
60705,d006,Ekawit,Lorie,Senior Engineer,Quality Management,61019
60711,d005,Mabry,Ramaiah,Senior Engineer,Development,47868
60717,d007,Carrsten,Sadowsky,Senior Staff,Sales,69310
60737,d004,Hatim,Ghazalie,Senior Engineer,Production,40000
60742,d004,Kristen,Juneja,Senior Engineer,Production,49232
60751,d004,Steve,Kalloufi,Senior Engineer,Production,40000
60753,d007,Kazuyasu,Krybus,Staff,Sales,55561
60764,d008,Taizo,Stamatiou,Senior Engineer,Research,40000
60767,d007,Gianluca,Munos,Senior Staff,Sales,74395
60782,d009,Janalee,Foote,Senior Engineer,Customer Service,42016
60794,d002,Sashi,Zlotek,Senior Staff,Finance,72731
60795,d001,Mart,Huttel,Senior Staff,Marketing,59374
60807,d006,Parke,Angel,Senior Engineer,Quality Management,49204
60815,d007,DAIDA,Oxman,Staff,Sales,61376
60817,d003,Kousuke,Schaad,Senior Staff,Human Resources,40000
60823,d007,Kazuhiro,Parfitt,Senior Staff,Sales,56004
60825,d003,Berna,Nitto,Senior Staff,Human Resources,65974
60831,d008,Rildo,Peltason,Senior Engineer,Research,40000
60834,d003,Tzu,Tasistro,Senior Staff,Human Resources,40000
60838,d005,Insup,Serra,Senior Engineer,Development,41581
60848,d004,Shaowei,Blokdijk,Senior Engineer,Production,53190
60998,d003,Neelam,Norsworthy,Senior Staff,Human Resources,63016
61006,d006,Garnik,Schonegge,Senior Engineer,Quality Management,56458
61018,d007,Marco,Zallocco,Staff,Sales,59388
61021,d004,Shahab,Baar,Senior Engineer,Production,50862
61038,d005,Suzette,Sifakis,Senior Engineer,Development,56297
61045,d002,Bedir,Poujol,Senior Staff,Finance,55543
61062,d005,Parke,Champarnaud,Senior Engineer,Development,47544
61071,d006,Filipp,Tanemo,Senior Engineer,Quality Management,54539
61078,d005,Jessie,Greibach,Senior Engineer,Development,40000
61093,d005,Kokou,Rettelbach,Technique Leader,Development,60333
61110,d004,Lihong,Ghemri,Senior Engineer,Production,51649
61118,d005,King,Erol,Senior Engineer,Development,59370
61119,d004,Anyuan,Koshiba,Senior Engineer,Production,54600
61124,d007,Nechama,Waymire,Senior Staff,Sales,96529
61292,d009,Badri,Boguraev,Senior Engineer,Customer Service,53842
61295,d002,Mang,Menhardt,Senior Staff,Finance,51049
61301,d001,Nahla,Ghandeharizadeh,Staff,Marketing,59003
61306,d004,Gro,Peot,Senior Engineer,Production,40000
61315,d007,Kwun,Kalloufi,Senior Staff,Sales,78862
61322,d004,Dayanand,Mawatari,Senior Engineer,Production,40000
61340,d007,Lubomir,Waeselynck,Senior Staff,Sales,57103
61347,d008,Aram,Gerteisen,Senior Engineer,Research,44796
61353,d004,Hausi,Conde,Senior Engineer,Production,63699
61362,d005,Ayonca,Pietracaprina,Senior Engineer,Development,44474
61364,d004,Gianluca,Casperson,Senior Engineer,Production,40000
61370,d008,Shahar,Candan,Senior Staff,Research,64804
61371,d008,Akeno,Yetto,Senior Staff,Research,40000
61374,d005,Taegyun,Christ,Senior Engineer,Development,62550
61376,d004,Guttorm,Skrikant,Senior Engineer,Production,51339
61399,d007,Unal,Chinen,Senior Staff,Sales,65671
61415,d002,Aamer,Schwartzbauer,Staff,Finance,83124
61420,d005,Sanjoy,Cunliffe,Senior Engineer,Development,40000
61441,d007,Yongqiao,Jayawardene,Senior Staff,Sales,51463
61444,d005,Geoff,Kaiserswerth,Senior Engineer,Development,43572
61453,d005,Hyuncheol,Vanwelkenhuysen,Senior Engineer,Development,40000
61460,d008,Sanjoy,Rodham,Senior Staff,Research,55015
61465,d004,Sumant,Huttel,Senior Staff,Production,44950
61486,d007,Weiye,Bierman,Senior Staff,Sales,63776
61490,d003,Shigehiro,Dayana,Senior Staff,Human Resources,40000
61511,d004,Maha,Heping,Senior Staff,Production,40000
61515,d007,Mats,Curless,Staff,Sales,90646
61537,d002,Arto,Zuberek,Senior Staff,Finance,69827
61539,d001,Morris,Ghandeharizadeh,Senior Staff,Marketing,84692
61543,d004,Gilbert,Itzigehl,Senior Engineer,Production,40000
61554,d005,Tianruo,Steenbeek,Technique Leader,Development,40000
61706,d005,Stevo,Butner,Senior Engineer,Development,66713
61709,d003,Holgard,Schaft,Senior Staff,Human Resources,40000
61711,d004,Volkmar,Claffy,Senior Engineer,Production,42237
61718,d005,Yakichi,Poujol,Senior Engineer,Development,40000
61722,d005,Oddvar,Wendorf,Senior Engineer,Development,40000
61732,d004,Moie,Gini,Senior Engineer,Production,40000
61738,d008,Martien,Zhiwei,Technique Leader,Research,40000
61751,d007,IEEE,Garrabrants,Senior Staff,Sales,96278
61753,d005,Pantung,Levergood,Senior Engineer,Development,65136
61755,d003,Trygve,Eppinger,Senior Staff,Human Resources,48950
61761,d002,Aamer,Feinberg,Senior Staff,Finance,45996
61776,d007,Stafford,dAstous,Senior Staff,Sales,64112
61780,d005,Zhilian,Billingsley,Senior Engineer,Development,40000
61782,d006,Guadalupe,Piancastelli,Senior Engineer,Quality Management,49702
61788,d001,Frederique,Matzke,Senior Staff,Marketing,60196
61789,d008,Ramachenga,Straney,Senior Staff,Research,40000
61790,d008,Visit,Lindenbaum,Technique Leader,Research,55126
61805,d007,Faiza,Gurbaxani,Senior Staff,Sales,64921
61843,d007,Guenter,Millington,Staff,Sales,69600
61989,d001,Yaghout,Vesna,Senior Staff,Marketing,65856
61992,d004,Bilhanan,Kitsuregawa,Senior Engineer,Production,40000
61995,d003,Kerryn,Stellhorn,Senior Staff,Human Resources,74905
61997,d005,Maja,Yurek,Senior Engineer,Development,48101
62138,d003,Dipayan,Rohrbach,Senior Staff,Human Resources,41950
62155,d004,Akemi,Basawa,Assistant Engineer,Production,40170
62174,d007,Teunis,Denna,Senior Staff,Sales,76864
62205,d003,Vitaly,Brlek,Senior Staff,Human Resources,40000
62208,d004,Sachio,Grandbois,Senior Engineer,Production,52223
62236,d006,Aiman,Georg,Senior Engineer,Quality Management,40000
62243,d005,Juichirou,Fargier,Senior Engineer,Development,48127
62252,d004,Mohd,Waymire,Senior Engineer,Production,45478
62841,d003,Xiaoheng,Cesareni,Senior Staff,Human Resources,43806
62846,d004,Menkae,Walston,Senior Engineer,Production,40000
62847,d004,Candido,Rijsenbrij,Technique Leader,Production,40000
62857,d002,Maia,Cummings,Senior Staff,Finance,62733
62859,d004,Bernt,Wolniewicz,Senior Engineer,Production,48163
62869,d008,Syozo,Schieder,Senior Staff,Research,40001
62892,d003,Gadiel,Muniz,Senior Staff,Human Resources,41613
62900,d007,Gio,Alencar,Senior Staff,Sales,42772
62906,d007,Alselm,McFarlin,Senior Staff,Sales,66882
62909,d007,Lenore,Rissland,Senior Staff,Sales,57809
62913,d003,Heekeun,Roisin,Senior Staff,Human Resources,40000
62926,d004,Lillian,Schoegge,Senior Engineer,Production,40000
62930,d005,Fumiyo,Flanders,Senior Engineer,Development,41842
62941,d004,Uta,Impagliazzo,Senior Engineer,Production,46973
62957,d004,King,Plotkin,Senior Engineer,Production,44278
62958,d004,Tomofumi,Magliocco,Assistant Engineer,Production,40000
62964,d006,Duro,Schach,Senior Engineer,Quality Management,40000
62970,d004,Georgy,Speek,Senior Engineer,Production,44840
63128,d003,Zhensheng,Gulak,Senior Staff,Human Resources,59072
63136,d001,Hitofumi,Thibadeau,Staff,Marketing,67329
63165,d004,Vishwani,Khasidashvili,Senior Engineer,Production,40000
63166,d008,Sanjai,Baak,Senior Staff,Research,40000
63209,d003,Yakkov,Eiron,Senior Staff,Human Resources,40000
63220,d006,Subir,Swiler,Senior Engineer,Quality Management,49827
63221,d004,Feiyu,Zockler,Senior Engineer,Production,50312
63230,d006,Mart,Vecchio,Senior Engineer,Quality Management,40790
63232,d003,Vidya,Reghbati,Staff,Human Resources,40000
63236,d001,Shan,Barinka,Senior Staff,Marketing,70050
63246,d005,Zdislav,Waymire,Senior Engineer,Development,59385
63257,d007,Elvis,Trogemann,Senior Staff,Sales,68034
63562,d004,Dannz,Heiserman,Technique Leader,Production,46283
63568,d004,Toshimitsu,Bondorf,Senior Engineer,Production,58244
63570,d004,Randy,Sudkamp,Senior Engineer,Production,71136
63574,d004,Insup,Leslie,Senior Engineer,Production,40000
63576,d001,Cheong,Awdeh,Senior Staff,Marketing,56223
63588,d007,Pintsang,Curless,Senior Staff,Sales,87462
63600,d003,Gudjon,Birsak,Senior Staff,Human Resources,46070
63609,d008,Martins,Lyonns,Senior Staff,Research,49193
63610,d004,Gudjon,Rosiles,Senior Engineer,Production,62180
63612,d008,Berto,Foote,Senior Engineer,Research,50531
63638,d003,Adib,Chepyzhov,Senior Staff,Human Resources,40000
63672,d005,Fei,Munos,Engineer,Development,40000
63675,d004,Kazuhira,Heijenga,Senior Engineer,Production,40000
63679,d005,Amalendu,Beidas,Technique Leader,Development,55496
63681,d004,Ferdinand,Zucker,Engineer,Production,53904
63688,d007,Jouni,Spieker,Senior Staff,Sales,53142
63836,d007,Hitofumi,Petersohn,Senior Staff,Sales,93576
63898,d006,Theirry,Ducloy,Senior Engineer,Quality Management,40000
63910,d009,Rosalie,Mawatari,Senior Staff,Customer Service,40000
63922,d002,Jixiang,Gischer,Senior Staff,Finance,41263
63934,d007,Uinam,Hedayat,Senior Staff,Sales,51743
63935,d005,Tadanori,Deyuan,Senior Engineer,Development,40000
64119,d004,Zorica,Brizzi,Engineer,Production,46002
64130,d006,Yinghua,Merro,Senior Engineer,Quality Management,48261
64136,d005,Godehard,Lamba,Senior Engineer,Development,60921
64138,d007,Yuqun,Fetvedt,Senior Staff,Sales,83342
64147,d005,Richard,Sevcikova,Engineer,Development,40000
64150,d005,Noritoshi,Ghandeharizadeh,Senior Engineer,Development,56353
64151,d005,Rasikan,Alameldin,Senior Engineer,Development,58265
64158,d001,Yechiam,Fujisawa,Senior Staff,Marketing,71989
64179,d001,Yongmin,Szemeredi,Senior Staff,Marketing,56288
64200,d004,Khun,Bojadziev,Technique Leader,Production,40000
64226,d007,Margo,Mersereau,Senior Staff,Sales,78875
64240,d008,Goncalo,Hoppenstand,Senior Staff,Research,40000
64241,d004,Vojin,Gilg,Senior Engineer,Production,40000
64243,d005,Moss,Maraist,Senior Engineer,Development,42959
64450,d006,Aran,Raney,Senior Engineer,Quality Management,60474
64477,d004,Boaz,Belinskaya,Engineer,Production,40000
64488,d005,Jaana,Kandlur,Senior Engineer,Development,54694
64495,d002,Bilhanan,Bazelow,Senior Staff,Finance,42062
64503,d004,Stafford,Kornatzky,Senior Engineer,Production,62147
64510,d009,Sachio,Radwan,Senior Engineer,Customer Service,57060
64519,d007,Kerryn,Eickenmeyer,Senior Staff,Sales,73584
64526,d007,Masoud,Uehara,Staff,Sales,68260
64535,d008,Zongyan,Georgatos,Senior Staff,Research,40407
64536,d001,Reinhold,Jiang,Staff,Marketing,53303
64689,d005,Bernice,Jakobus,Technique Leader,Development,45524
64690,d004,Sanjeeva,Siochi,Engineer,Production,53661
64692,d008,Bowen,Ermel,Senior Engineer,Research,43722
64703,d008,Trygve,Fiebach,Senior Staff,Research,47643
64707,d007,Brigham,Chachaty,Senior Staff,Sales,51361
64728,d008,Akhilish,Hedayat,Senior Engineer,Research,43564
64731,d004,Fumino,Rosay,Senior Engineer,Production,40000
64753,d007,Shahid,Swan,Senior Staff,Sales,40000
64755,d001,Mang,Shackel,Staff,Marketing,59789
64761,d005,Dekang,Fujisaki,Technique Leader,Development,48160
64774,d004,Marsal,Kroft,Staff,Production,40000
64782,d005,Bluma,Sommer,Senior Engineer,Development,42918
64783,d007,Willard,Ramsey,Senior Staff,Sales,61534
64784,d004,Charlene,Boreale,Senior Staff,Production,40000
64785,d002,Zhigen,Miyakawa,Senior Staff,Finance,44638
64794,d005,Khun,Jiang,Senior Staff,Development,57686
64796,d007,Xiadong,Auria,Senior Staff,Sales,66457
64974,d008,Lijia,Penn,Senior Engineer,Research,40000
64991,d009,Nirmal,Legleitner,Senior Staff,Customer Service,40000
65001,d004,Jongsuk,Hardjono,Technique Leader,Production,52698
65004,d009,Guttorm,Tiemann,Senior Staff,Customer Service,40000
65014,d004,Geoffry,Narahara,Technique Leader,Production,58200
65028,d007,Yifei,Businaro,Senior Staff,Sales,89389
65029,d004,Theirry,Kaltofen,Senior Engineer,Production,40000
65045,d005,Abdelkader,Koshiba,Senior Engineer,Development,44054
65049,d002,Keung,Kropf,Senior Staff,Finance,57706
65056,d005,Masako,Haldar,Senior Engineer,Development,49893
65061,d005,Shushma,Flowers,Technique Leader,Development,40000
65084,d009,Aksel,Bhattacharjee,Senior Staff,Customer Service,40000
65097,d007,Yinlin,Meszaros,Senior Staff,Sales,79554
65102,d003,Souichi,Delgrange,Senior Staff,Human Resources,40000
65106,d004,Nadjib,Hartvigsen,Senior Engineer,Production,40000
61998,d002,Ute,Lunn,Senior Staff,Finance,56959
62008,d008,Sadun,Swan,Senior Staff,Research,70789
62012,d004,Yifei,Jahnichen,Senior Engineer,Production,42775
62025,d004,Chirstian,Spinelli,Senior Engineer,Production,41262
62026,d006,Shugo,Zuberek,Senior Engineer,Quality Management,40000
62069,d004,Sugwoo,Felder,Senior Engineer,Production,67402
62080,d007,Toshimo,Birjandi,Senior Staff,Sales,53225
62094,d004,Tomoyuki,Stemann,Senior Engineer,Production,69528
62097,d005,Krassimir,Klyachko,Senior Engineer,Development,44560
62098,d007,Breannda,Sommer,Senior Staff,Sales,59196
62103,d003,Pranas,Reinhart,Senior Staff,Human Resources,46895
62107,d002,Sakthirel,Walstra,Senior Staff,Finance,73469
62112,d005,Pragnesh,Servieres,Senior Engineer,Development,44714
62129,d005,Hongzue,Schmittgen,Senior Engineer,Development,58096
62285,d006,Chinho,Plessier,Engineer,Quality Management,49730
62294,d001,Jeanne,Bratsberg,Senior Staff,Marketing,67370
62298,d007,Quingbo,Yetto,Senior Staff,Sales,49961
62304,d005,Kersti,Rusmann,Senior Engineer,Development,67297
62321,d003,Kristine,Kroha,Senior Staff,Human Resources,40000
